AreaCode,AreaName,PropertyValuation,AnnualRent,PredVal,PredRent,InvestmentScore,ValScore,YieldScore,RentScore,LocScore,ValDiffPct,RentDiffPct,RentalYield,LocPremium
6,Palm Jumeirah,1195521,70251,1218564.58,73665.39207118227,9.678522089218179,2.5699902664473004,2.24825642287298,4.860275399897898,0.0,1.9274926998354753,4.860275399897898,5.876182852496945,-0.3168938758932658
5,Jvc,1740104,74469,1751496.8533333333,78731.06644404473,6.596239457158179,0.8729634039753389,0.0,5.72327605318284,0.0,0.6547225529815042,5.72327605318284,4.279571795708762,-0.40239161597385553
3,Dubai Marina,919996,50827,890659.9166666666,51015.63227278642,0.6904473676557563,0.0,0.31932124810036805,0.3711261195553882,0.0,-3.1887185741387327,0.3711261195553882,5.524697933469276,-0.2476283744618608
2,Downtown,3037467,151791,3074941.64,153367.66058441988,2.6837001299138143,1.6449952103732102,0.0,1.0387049195406042,0.0,1.2337464077799076,1.0387049195406042,4.997288859434523,-0.32778706264739477
7,The Springs,1515158,77935,1534824.2533333334,80802.85542597774,5.410427115404161,1.7306228862673874,0.0,3.679804229136774,0.0,1.2979671647005404,3.679804229136774,5.143687985015425,-0.251161083033413
2,Downtown,360934,22899,345149.5466666667,23536.5475,7.601838170484541,0.0,4.817666372589434,2.784171797895107,0.0,-4.373224282925219,2.784171797895107,6.344373209506447,-0.6022953871266971
4,Jlt,1372111,80865,1365895.75,83778.12924942939,5.945607497806069,0.0,2.3431475343739425,3.6024599634321266,0.0,-0.452969912784024,3.602459963432126,5.893473632964097,-0.6049775206651617
4,Jlt,5313561,259307,5312102.63,257758.63318012535,0.0,0.0,0.0,0.0,0.0,-0.02744618909992963,-0.5971172470757231,4.8800982994266935,-0.16459259813521432
0,Arabian Ranches,1287236,57016,1276416.3466666667,56887.67183558569,0.0,0.0,0.0,0.0,0.0,-0.8405337741745353,-0.22507395189826276,4.429335413242017,-0.2514132926984035
6,Palm Jumeirah,7833489,383642,7617760.956666667,385465.9580613406,0.4754323200641781,0.0,0.0,0.4754323200641781,0.0,-2.7539202944349954,0.4754323200641781,4.8974601228137296,-0.06435886294735016
7,The Springs,7771395,464316,7703132.963333333,453477.043945993,2.788806043684824,0.0,2.788806043684824,0.0,0.0,-0.8783755897965176,-2.3343921066702404,5.9746802215046335,-0.06943948584460613
4,Jlt,2370413,143233,2410684.2,142988.19122647741,5.426396472708467,2.2652142615372757,3.161182211171191,0.0,0.0,1.6989106961529568,-0.1709164602588687,6.042533516311292,-0.31227639599330104
2,Downtown,8043619,533242,8039682.87,512332.1696471861,6.381767511780435,0.0,6.381767511780435,0.0,0.0,-0.04893481404327938,-3.921264707733801,6.629379138917445,-0.1696332027116233
0,Arabian Ranches,1421627,98117,1389302.7966666666,98518.04693223907,8.285216862012945,0.0,7.876473288280492,0.408743573732453,0.0,-2.2737471455827283,0.408743573732453,6.901740048550006,-0.22331199613809105
0,Arabian Ranches,1754298,75874,1722845.3766666667,84915.8753159365,11.916961430709467,0.0,0.0,11.916961430709467,0.0,-1.792889425475791,11.916961430709467,4.325034857247742,-0.23991374800488974
1,Business Bay,2430291,119402,2410648.95,118959.3262706689,0.0,0.0,0.0,0.0,0.0,-0.8082180282114289,-0.37074230693882987,4.913074195641592,-0.23741426747702166
6,Palm Jumeirah,1202919,70334,1206478.28,70665.74694083697,2.9539841750288893,0.39451589563941575,2.0877946352956283,0.47167364409384543,0.0,0.2958869217295618,0.47167364409384543,5.846943975446393,-0.28454857043195614
4,Jlt,1689763,109371,1660578.84,105824.28315253499,5.521175023208181,0.0,5.521175023208181,0.0,0.0,-1.7271155777466969,-3.2428311412211737,6.472564495731057,-0.23626326492223604
3,Dubai Marina,8271735,388688,8268150.096666667,403813.8810409395,3.891522517016085,0.0,0.0,3.891522517016085,0.0,-0.04333919465908084,3.8915225170160848,4.698989994239419,-0.15574228224505549
2,Downtown,7856114,370321,7830429.7,390895.75555514276,5.555924604638345,0.0,0.0,5.555924604638345,0.0,-0.32693390141741596,5.555924604638345,4.713793613483714,-0.16781599085200294
0,Arabian Ranches,1040195,71110,1041599.2133333334,71322.0395648148,7.995070953238751,0.17999360162705091,7.5168920544456235,0.2981852971660764,0.0,0.13499520122028819,0.2981852971660764,6.836218209085796,-0.42266283870530585
5,Jvc,7861462,419069,7748336.05,409354.93165142974,0.0,0.0,0.0,0.0,0.0,-1.4389937902135785,-2.318011675540367,5.330675133963632,-0.20842241525361338
3,Dubai Marina,547877,33449,562188.65,34042.66954220778,8.762891721024376,3.482935038338903,3.5051067852063778,1.7748498974790958,0.0,2.6122012787541773,1.7748498974790958,6.105202445074351,-0.5920995472347594
1,Business Bay,1247082,52394,1247263.7333333334,51943.75602269028,0.019430246857158863,0.019430246857158863,0.0,0.0,0.0,0.014572685142869149,-0.8593426295181151,4.201327579100653,-0.24716057090977583
3,Dubai Marina,867383,45700,848894.8633333333,45712.82903153327,0.028072279066237653,0.0,0.0,0.028072279066237653,0.0,-2.1314847843071307,0.028072279066237656,5.268722121600262,-0.239563387892207
5,Jvc,4983836,254309,4990471.68,256821.64302562585,1.1655529377887477,0.17752537068500923,0.0,0.9880275671037384,0.0,0.1331440280137569,0.9880275671037384,5.102675930748926,-0.13882599317647348
4,Jlt,1080069,47844,1068671.4066666667,47653.50737905612,0.0,0.0,0.0,0.0,0.0,-1.0552652963221114,-0.3981536262517309,4.4297169903033975,-0.5576692917793376
7,The Springs,1819827,90502,1830051.1566666667,92556.6376901672,3.0193613895054967,0.7490936714802549,0.0,2.270267718025242,0.0,0.5618202536101912,2.270267718025242,4.973110081342897,-0.5031395427828633
3,Dubai Marina,2571641,119496,2515046.2266666666,114725.57497572541,0.0,0.0,0.0,0.0,0.0,-2.2007260474278265,-3.9921210954965787,4.646682799037658,-0.3645069156923335
3,Dubai Marina,822203,40027,776635.71,40037.57587361711,0.026421849294506052,0.0,0.0,0.026421849294506052,0.0,-5.542097267949647,0.026421849294506052,4.8682624607305005,-0.31366213469929216
3,Dubai Marina,1415580,57419,1396301.39,58173.91607671957,1.3147496067844646,0.0,0.0,1.3147496067844646,0.0,-1.3618877068056983,1.3147496067844646,4.056217239576711,-0.6159138616294868
3,Dubai Marina,2645738,172858,2662127.1033333335,172564.10688898127,6.681255919613983,0.8259373293114438,5.85531859030254,0.0,0.0,0.6194529969835829,-0.17001996495315572,6.533451158051175,-0.5351607678016306
1,Business Bay,1738180,87745,1688516.57,87584.4043051838,0.0,0.0,0.0,0.0,0.0,-2.857208689548835,-0.18302546562904515,5.048096284619544,-0.25430477661926676
2,Downtown,740327,50138,750874.21,50272.741462962964,9.335030142692979,1.8995587985669327,7.166730143912707,0.2687412002133389,0.0,1.4246690989251996,0.2687412002133389,6.772412731130974,-0.44566429042840816
0,Arabian Ranches,3424497,183407,3499196.9766666666,181901.3820251825,2.9084554283122093,2.9084554283122093,0.0,0.0,0.0,2.181341571234157,-0.820916308983567,5.35573545545521,-0.4188224041642947
5,Jvc,1408685,80505,1379130.1233333333,80891.85331721956,1.8436995996232919,0.0,1.3631663194300614,0.4805332801932306,0.0,-2.0980472331760973,0.4805332801932306,5.714904325665426,-0.2529955639629561
1,Business Bay,1004825,61524,1004651.07,61595.74804473307,3.718613428408255,0.0,3.6019954504922107,0.1166179779160445,0.0,-0.017309481750558676,0.1166179779160445,6.122857213942726,-0.617236830271461
6,Palm Jumeirah,1889218,97477,1890548.81,98478.90764643255,1.1217632155987347,0.09392316468154589,0.0,1.0278400509171888,0.0,0.07044237351115942,1.0278400509171888,5.159648066025202,-0.39999991656531386
4,Jlt,9018493,444498,8935382.64,430401.1305005322,0.0,0.0,0.0,0.0,0.0,-0.9215548540094161,-3.1714134820556628,4.928739202880126,-0.09034492837653285
7,The Springs,6719784,366820,6638462.366666666,353034.07590925833,0.0,0.0,0.0,0.0,0.0,-1.210182251889849,-3.7582258575709253,5.458806414015688,-0.08528581795526813
1,Business Bay,2020153,91766,2003645.18,93009.36738411598,1.3549325285138027,0.0,0.0,1.3549325285138027,0.0,-0.817156918312626,1.3549325285138027,4.5425272244231,-0.5005524947902318
2,Downtown,4728267,300392,4654694.656666666,292442.7035231935,4.86561311103945,0.0,4.86561311103945,0.0,0.0,-1.5560107610956346,-2.646307650272482,6.353109923783914,-0.07590235520273536
1,Business Bay,2194092,124265,2201834.2733333334,123990.1337723414,1.552203827227477,0.47049217221115813,1.0817116550163188,0.0,0.0,0.3528691291583686,-0.22119360049780426,5.66361848090235,-0.2676221198210059
3,Dubai Marina,7457852,496237,7550773.31,495895.3886666665,8.177532679202104,1.661270296058429,6.516262383143675,0.0,0.0,1.2459527220438216,-0.06884035921011124,6.653886400534631,-0.15383170384602285
5,Jvc,1172529,52038,1166334.9433333334,52552.31332018555,0.988341827482902,0.0,0.0,0.988341827482902,0.0,-0.5282646882649932,0.988341827482902,4.438099185606497,-0.4932358394187488
5,Jvc,1419771,89850,1430830.9033333333,90587.04082678542,6.5894320347565944,1.0386560774785343,4.730474536259227,0.8203014210188333,0.0,0.7789920581089007,0.8203014210188333,6.328485368415048,-0.45640402811106817
1,Business Bay,404986,21414,410602.38,21802.784722222223,3.6646411972508224,1.8490779105121344,0.0,1.815563286738688,0.0,1.3868084328841008,1.815563286738688,5.287590188302806,-0.5735088094781569
0,Arabian Ranches,897483,59413,956600.9133333333,64023.46060517798,22.872857848634897,8.782771868040335,6.330066110906147,7.760019869688415,0.0,6.58707890103025,7.760019869688414,6.619958261047841,-0.6251119445116456
5,Jvc,3760707,190175,3704237.15,194023.25349569434,2.023532796473954,0.0,0.0,2.023532796473954,0.0,-1.501575368674031,2.023532796473954,5.056894887051823,-0.5114616351850203
0,Arabian Ranches,2407455,118693,2402642.77,116106.36607955843,0.0,0.0,0.0,0.0,0.0,-0.19988867912380426,-2.179264085027399,4.93022714858637,-0.4161071178578657
7,The Springs,3602002,187306,3593599.183333333,186345.97798130722,0.0,0.0,0.0,0.0,0.0,-0.23328184344891767,-0.5125420534808156,5.200052637394427,-0.35259056789696785
6,Palm Jumeirah,4651099,211223,4655520.66,213887.46278532964,1.3882013766833918,0.12675599179176505,0.0,1.2614453848916267,0.0,0.09506699384382378,1.2614453848916267,4.541356784708302,-0.06046142873920046
4,Jlt,721457,48588,724124.7866666666,48192.51710774412,7.4528279811308895,0.4930368530472129,6.959791128083676,0.0,0.0,0.3697776397854097,-0.8139517828597201,6.734704909648115,-0.32929970082934956
7,The Springs,513413,26433,502626.51,26656.086666666666,0.8439702896631716,0.0,0.0,0.8439702896631716,0.0,-2.100938231014795,0.8439702896631716,5.148486695895897,-0.4802401105285605
5,Jvc,5542999,240585,5369894.123333333,231569.76363553116,0.0,0.0,0.0,0.0,0.0,-3.1229462005435495,-3.7472146494872267,4.340339949547167,-0.4506424771042348
2,Downtown,1647655,88250,1595472.35,88779.18585181961,0.5996440247247701,0.0,0.0,0.5996440247247701,0.0,-3.1670859494250867,0.5996440247247701,5.35609699846145,-0.27653676073698574
6,Palm Jumeirah,5506955,259389,5476929.066666666,257256.34905406993,0.0,0.0,0.0,0.0,0.0,-0.5452365841619112,-0.8221824926770496,4.710207365050196,-0.16672680982135302
6,Palm Jumeirah,2084202,87979,2072124.06,88294.49208451198,0.3585993072346557,0.0,0.0,0.3585993072346557,0.0,-0.579499491891858,0.3585993072346557,4.221231915140663,-0.2888832766752789
0,Arabian Ranches,4795212,215108,4856152.6033333335,208913.89081000478,1.6944847856106886,1.6944847856106886,0.0,0.0,0.0,1.2708635892080165,-2.8795345547330715,4.48589134328159,-0.4221110018817713
1,Business Bay,1220636,83306,1238800.62,89986.10262542973,17.45716809098758,1.9841700009940295,7.4542447883949485,8.018753301598602,0.0,1.4881275007455221,8.018753301598602,6.824802807716633,-0.5630162924170582
2,Downtown,2032381,111661,2028906.6766666668,111542.62495867511,0.15138899143109266,0.0,0.15138899143109266,0.0,0.0,-0.170948426172713,-0.10601287945199546,5.49409780941664,-0.3660724692966546
4,Jlt,4260899,188800,4280436.933333334,183830.84828531818,0.6113868875506814,0.6113868875506814,0.0,0.0,0.0,0.4585401656630111,-2.631965950572999,4.4309897981623125,-0.4032332942972249
0,Arabian Ranches,3510120,170965,3539370.52,172222.08110173157,1.8463785223893674,1.1110928781162286,0.0,0.7352856442731388,0.0,0.8333196585871714,0.7352856442731388,4.870631203491619,-0.5306167519012438
7,The Springs,2186356,149452,2302901.243333333,166881.2489297924,26.283395020668927,7.107427051119651,7.513863126661657,11.662104842887619,0.0,5.330570288339739,11.662104842887619,6.83566628673464,-0.5691567915866098
6,Palm Jumeirah,3689666,195286,3735917.2933333335,194248.79714960718,1.671381396340787,1.671381396340787,0.0,0.0,0.0,1.2535360472555903,-0.5311199217521051,5.292782598750131,-0.1378844485308931
4,Jlt,4916236,271020,4832294.15,263046.4898003848,0.2537737830017864,0.0,0.2537737830017864,0.0,0.0,-1.7074414246997016,-2.9420375616615777,5.512754066322284,-0.5428012048061877
4,Jlt,3073102,169861,3082592.01,168751.678825909,0.745602310752028,0.4117450923095416,0.33385721844248645,0.0,0.0,0.3088088192321562,-0.6530758526624653,5.527346635419195,-0.47710187145337757
5,Jvc,1014894,63105,1014284.7066666667,62577.20433068783,4.123535614445059,0.0,4.123535614445059,0.0,0.0,-0.06003516951852458,-0.8363769420999395,6.217890735387144,-0.2188432036365333
4,Jlt,1923186,118775,1922063.71,118600.74568358662,3.8933648907853304,0.0,3.8933648907853304,0.0,0.0,-0.058355770060724094,-0.14670959075005868,6.175949700133009,-0.3000148185770044
5,Jvc,842813,48189,863235.1366666667,48388.46072917822,5.022874084167252,3.230789695407596,1.378170986991154,0.41391340176850133,0.0,2.423092271555697,0.41391340176850133,5.717638432250096,-0.5322153395062799
3,Dubai Marina,1647800,91552,1662584.25,90309.77168405443,1.6874649153103052,1.1962819112351821,0.49118300407512316,0.0,0.0,0.8972114334263867,-1.3568554656867893,5.556014079378565,-0.33810892330757714
0,Arabian Ranches,4883640,236222,4824863.47,236100.7033731117,0.0,0.0,0.0,0.0,0.0,-1.2035393681762019,-0.05134857332860735,4.837006822779729,-0.08022513179709434
4,Jlt,1252469,64365,1249290.6433333333,65078.901581840044,1.1091456254797545,0.0,0.0,1.1091456254797545,0.0,-0.25376729217782545,1.1091456254797545,5.1390493497244245,-0.3503158636365148
7,The Springs,3389996,190373,3411618.04,196429.41663318503,4.850665579493272,0.8504253888991821,0.8188979660217879,3.181342224572302,0.0,0.6378190416743865,3.181342224572302,5.615729340093616,-0.4755264012283529
4,Jlt,1600629,86709,1582484.1633333333,85975.72707167828,0.0,0.0,0.0,0.0,0.0,-1.1336066425553122,-0.8456710702715052,5.417182869984238,-0.49532820174608994
2,Downtown,1352580,84077,1409175.3233333332,88531.70169532574,14.99077276483364,5.578999475898726,4.113413814493937,5.298359474440978,0.0,4.184249606924045,5.298359474440978,6.216046370639814,-0.5363925911797116
5,Jvc,2952061,127585,2898200.3466666667,133618.84822234215,4.729277126889638,0.0,0.0,4.729277126889638,0.0,-1.8245101755462816,4.729277126889638,4.321895787383797,-0.28402092435813275
0,Arabian Ranches,1454267,90307,1452102.1033333333,90819.93307991936,4.6470949226414655,0.0,4.079106749056521,0.5679881735849445,0.0,-0.14886514420438102,0.5679881735849445,6.209795037637518,-0.5556622314484296
4,Jlt,1771825,83392,1775499.5466666666,87320.01870900788,4.986823294663158,0.276516899555854,0.0,4.710306395107304,0.0,0.20738767466689048,4.710306395107304,4.7065596207300375,-0.5244319638244622
4,Jlt,2676257,139600,2764891.9233333333,138280.9519519859,4.415865059961647,4.415865059961647,0.0,0.0,0.0,3.3118987949712353,-0.9448768252250088,5.216240443275813,-0.4207074235963939
4,Jlt,6902683,373606,6898420.053333334,368803.95050843246,0.0,0.0,0.0,0.0,0.0,-0.061757821801556104,-1.285324510732573,5.412475120181529,-0.293822563917735
1,Business Bay,5020919,250260,4895369.836666667,284696.93740787264,13.76046408050533,0.0,0.0,13.76046408050533,0.0,-2.5005215844615916,13.76046408050533,4.984346491150325,-0.5028556595263648
6,Palm Jumeirah,940570,56606,944406.07,56604.35894693731,3.571794074418642,0.5437936570377465,3.0280004173808956,0.0,0.0,0.40784524277830986,-0.0028990797136152083,6.01826551984435,-0.39965110785113067
4,Jlt,7360671,398669,7244214.663333333,402617.65858250076,0.9904604026148921,0.0,0.0,0.9904604026148921,0.0,-1.5821429414066586,0.9904604026148921,5.416204582435488,-0.06515150041452877
4,Jlt,1569145,109503,1552503.5366666666,107724.7604040062,8.297804436611477,0.0,8.297804436611477,0.0,0.0,-1.0605433744703885,-1.6239186104433672,6.97851377661083,-0.5839530215110733
7,The Springs,2567920,121784,2618193.6933333334,122781.81527315744,3.4296777625666914,2.6103457705501394,0.0,0.8193319920165518,0.0,1.9577593279126047,0.8193319920165518,4.742515343157107,-0.2888747016997526
0,Arabian Ranches,830922,49988,783434.97,50168.72104037233,3.3769194948221415,0.0,3.0153906471540424,0.36152884766809895,0.0,-5.714980467480705,0.36152884766809895,6.015967804438924,-0.44669556017837175
