AreaCode,AreaName,PropertyValuation,AnnualRent,PredVal,PredRent,InvestmentScore,ValScore,YieldScore,RentScore,LocScore,ValDiffPct,RentDiffPct,RentalYield,LocPremium,Opportunity_Type
7,The Springs,1515158,77935,1545734.46,80216.57,5.6182463151139626,2.6907169637313917,0.0,2.9275293513825713,0.0,2.0180377227985438,2.9275293513825713,5.143687985015425,-0.37517226479266175,Rental Upside
2,Downtown,360934,22899,374906.5333333333,24701.365,13.032554035776577,5.161620807251307,0.0,7.870933228525271,0.0,3.8712156054384805,7.870933228525271,6.344373209506447,-0.6681571070721676,Rental Upside
4,Jlt,1372111,80865,1372905.72,81090.235,0.35575813789384125,0.07722601645687772,0.0,0.27853212143696354,0.0,0.05791951234265829,0.27853212143696354,5.893473632964097,-0.6703950669142538,Rental Upside
4,Jlt,5313561,259307,5322540.856666666,262900.52,1.6111486037687417,0.22533179203592357,0.0,1.385816811732818,0.0,0.16899884402694268,1.385816811732818,4.8800982994266935,-0.3029399206479655,Rental Upside
0,Arabian Ranches,1287236,57016,1278950.5933333333,57842.155,1.4489880033674734,0.0,0.0,1.4489880033674734,0.0,-0.6436587126732576,1.4489880033674736,4.429335413242017,-0.3753827073727719,Rental Upside
6,Palm Jumeirah,7833489,383642,7787592.27,382583.675,0.0,0.0,0.0,0.0,0.0,-0.5859040588427513,-0.27586265320272846,4.8974601228137296,-0.21930535474892876,Balanced
7,The Springs,7771395,464316,7809816.54,452160.845,0.6591959358647972,0.6591959358647972,0.0,0.0,0.0,0.4943969518985979,-2.617862619422985,5.9746802215046335,-0.22354460303906087,Undervalued
4,Jlt,2370413,143233,2411148.953333333,143875.695,2.740062121024798,2.2913561663914335,0.0,0.4487059546333645,0.0,1.7185171247935753,0.4487059546333645,6.042533516311292,-0.4261665997798194,Undervalued
2,Downtown,8043619,533242,8081724.12,504056.27,0.631641387622497,0.631641387622497,0.0,0.0,0.0,0.4737310407168727,-5.473261671061166,6.629379138917445,-0.30714577783593244,Undervalued
0,Arabian Ranches,1421627,98117,1401666.9333333333,97524.85,0.0,0.0,0.0,0.0,0.0,-1.4040297959075516,-0.6035141718560435,6.901740048550006,-0.3519351152560374,Balanced
0,Arabian Ranches,1754298,75874,1724681.8833333333,77294.345,1.8719785433745435,0.0,0.0,1.8719785433745435,0.0,-1.688203296513289,1.8719785433745435,4.325034857247742,-0.3657875403696067,Rental Upside
1,Business Bay,2430291,119402,2391842.013333333,119624.035,0.18595584663573766,0.0,0.0,0.18595584663573766,0.0,-1.5820733676200425,0.18595584663573766,4.913074195641592,-0.3637019853563216,Rental Upside
6,Palm Jumeirah,1202919,70334,1218295.49,68390.32,1.7043530500945328,1.7043530500945328,0.0,0.0,0.0,1.2782647875708997,-2.7634998720391177,5.846943975446393,-0.40303063014044727,Undervalued
4,Jlt,1689763,109371,1664130.4666666666,108175.25,0.0,0.0,0.0,0.0,0.0,-1.5169306780497291,-1.0932971262949045,6.472564495731057,-0.3627415941383574,Balanced
3,Dubai Marina,8271735,388688,8181269.763333334,384704.305,0.0,0.0,0.0,0.0,0.0,-1.0936670077881647,-1.0249081525542354,4.698989994239419,-0.29555525792781967,Balanced
2,Downtown,7856114,370321,7927840.596666667,380328.23,3.9196503332127324,1.2173380149807174,0.0,2.702312318232015,0.0,0.913003511235538,2.702312318232015,4.713793613483714,-0.30562950464965355,Rental Upside
0,Arabian Ranches,1040195,71110,1048277.0033333333,70649.48,1.035960030998457,1.035960030998457,0.0,0.0,0.0,0.7769700232488426,-0.6476163690057715,6.836218209085796,-0.5182725379657405,Undervalued
5,Jvc,7861462,419069,7704430.473333334,415148.98,0.0,0.0,0.0,0.0,0.0,-1.997485030986175,-0.9354115909313309,5.330675133963632,-0.3395113177056627,Balanced
3,Dubai Marina,547877,33449,561767.3666666667,35349.645,9.062627703321974,3.380409998756825,0.0,5.682217704565149,0.0,2.5353074990676188,5.682217704565149,6.105202445074351,-0.6596497453367194,Rental Upside
1,Business Bay,1247082,52394,1231834.2433333334,54467.56,3.9576287361148177,0.0,0.0,3.9576287361148177,0.0,-1.2226747452586595,3.9576287361148177,4.201327579100653,-0.37183425594556907,Rental Upside
3,Dubai Marina,867383,45700,822392.6633333333,43782.105,0.0,0.0,0.0,0.0,0.0,-5.186905515402846,-4.196706783369796,5.268722121600262,-0.365495201509066,Balanced
5,Jvc,4983836,254309,5017884.83,256041.615,1.5922166619409803,0.9109136014909016,0.0,0.6813030604500787,0.0,0.6831852011181763,0.6813030604500787,5.102675930748926,-0.28144038442518304,Undervalued
4,Jlt,1080069,47844,1086683.8733333333,48047.805,1.2425770362949413,0.8165988572129241,0.0,0.4259781790820171,0.0,0.6124491429096931,0.4259781790820171,4.4297169903033975,-0.6309212991363449,Undervalued
7,The Springs,1819827,90502,1850858.06,89521.565,2.2735538414732135,2.2735538414732135,0.0,0.0,0.0,1.7051653811049103,-1.0833296501734744,4.973110081342897,-0.5854219283171704,Undervalued
3,Dubai Marina,2571641,119496,2533284.723333333,117713.14,0.0,0.0,0.0,0.0,0.0,-1.4915097662024694,-1.4919829952467034,4.646682799037658,-0.46974750428789125,Balanced
3,Dubai Marina,822203,40027,769254.26,39793.03,0.0,0.0,0.0,0.0,0.0,-6.439862175156256,-0.5845304419516856,4.8682624607305005,-0.4273228537586604,Balanced
3,Dubai Marina,1415580,57419,1402021.79,59691.44,3.957644682073882,0.0,0.0,3.957644682073882,0.0,-0.9577847949250459,3.957644682073882,4.056217239576711,-0.6795202993258853,Rental Upside
3,Dubai Marina,2645738,172858,2666594.8966666665,172365.08,1.0510940824660389,1.0510940824660389,0.0,0.0,0.0,0.788320561849529,-0.28515891656736325,6.533451158051175,-0.6121402906427942,Undervalued
1,Business Bay,1738180,87745,1684410.6466666667,87224.3,0.0,0.0,0.0,0.0,0.0,-3.0934283752737506,-0.5934241267308645,5.048096284619544,-0.377795348207439,Balanced
2,Downtown,740327,50138,753376.01,49621.985,2.350134467606883,2.350134467606883,0.0,0.0,0.0,1.7626008507051625,-1.0291894371534553,6.772412731130974,-0.5374648430943857,Undervalued
0,Arabian Ranches,3424497,183407,3463548.3733333335,181547.255,1.5204714087288742,1.5204714087288742,0.0,0.0,0.0,1.1403535565466556,-1.013998920433787,5.35573545545521,-0.5150680971145727,Undervalued
5,Jvc,1408685,80505,1392034.66,80952.95,0.5564250667660358,0.0,0.0,0.5564250667660358,0.0,-1.18197751803988,0.5564250667660358,5.714904325665426,-0.37670294721115916,Rental Upside
1,Business Bay,1004825,61524,1009854.0733333334,61111.5,0.6673232763029534,0.6673232763029534,0.0,0.0,0.0,0.500492457227215,-0.6704700604642091,6.122857213942726,-0.6806241782530964,Undervalued
6,Palm Jumeirah,1889218,97477,1893590.3433333333,97661.39,0.49774480576725616,0.30858223408368013,0.0,0.18916257168357603,0.0,0.2314366755627601,0.18916257168357603,5.159648066025202,-0.49936270035837793,Undervalued
4,Jlt,9018493,444498,8744971.526666667,435312.91,0.0,0.0,0.0,0.0,0.0,-3.032895555092549,-2.066396249251971,4.928739202880126,-0.24098800777508078,Balanced
7,The Springs,6719784,366820,6578494.726666667,364682.31,0.0,0.0,0.0,0.0,0.0,-2.102586531551214,-0.58276266288643,5.458806414015688,-0.23676670939560063,Balanced
1,Business Bay,2020153,91766,2010498.1833333333,96887.84,5.581413595449291,0.0,0.0,5.581413595449291,0.0,-0.4779250218506544,5.581413595449291,4.5425272244231,-0.583263307415553,Rental Upside
2,Downtown,4728267,300392,4695507.976666667,280660.45,0.0,0.0,0.0,0.0,0.0,-0.6928336181804757,-6.568600362193397,6.353109923783914,-0.22893719139482993,Balanced
1,Business Bay,2194092,124265,2172240.0933333333,126085.02,1.4646280127147662,0.0,0.0,1.4646280127147662,0.0,-0.9959430446246892,1.4646280127147662,5.66361848090235,-0.3889072778937708,Rental Upside
3,Dubai Marina,7457852,496237,7693932.286666667,490578.865,4.220702094323621,4.220702094323621,0.0,0.0,0.0,3.165526570742716,-1.1402082069656252,6.653886400534631,-0.29396108013209366,Undervalued
5,Jvc,1172529,52038,1170805.2466666666,51854.545,0.0,0.0,0.0,0.0,0.0,-0.14701157355881295,-0.35254045120873545,4.438099185606497,-0.5771583239518527,Balanced
5,Jvc,1419771,89850,1434599.81,89259.05,1.3926011072677735,1.3926011072677735,0.0,0.0,0.0,1.0444508304508302,-0.6577072899276539,6.3284853684150475,-0.5464260306354397,Undervalued
1,Business Bay,404986,21414,414391.52,22132.655,6.452579948811421,3.096574531794521,0.0,3.3560054170169,0.0,2.322430898845891,3.3560054170169,5.287590188302806,-0.6441377195791025,Rental Upside
0,Arabian Ranches,897483,59413,945736.41,60416.43,8.857608270989598,7.168701802708245,0.0,1.688906468281353,0.0,5.376526352031184,1.688906468281353,6.619958261047841,-0.6871951372186453,Undervalued
5,Jvc,3760707,190175,3728244.5833333335,195487.0,2.793216774023925,0.0,0.0,2.793216774023925,0.0,-0.8631998362719168,2.793216774023925,5.056894887051823,-0.5923658437975381,Rental Upside
0,Arabian Ranches,2407455,118693,2391945.8333333335,118913.46,0.18573968136284902,0.0,0.0,0.18573968136284902,0.0,-0.64421418745798,0.18573968136284905,4.93022714858637,-0.512802474755951,Rental Upside
7,The Springs,3602002,187306,3580375.4566666665,186927.065,0.0,0.0,0.0,0.0,0.0,-0.6004034237996939,-0.20230798799824762,5.200052637394427,-0.459804558700765,Balanced
6,Palm Jumeirah,4651099,211223,4563388.866666666,211850.77,0.29720721701708125,0.0,0.0,0.29720721701708125,0.0,-1.8857937303276875,0.29720721701708125,4.541356784708302,-0.21605335363864664,Rental Upside
4,Jlt,721457,48588,731289.0833333334,45995.88,1.8170791113599973,1.8170791113599973,0.0,0.0,0.0,1.362809333519998,-5.334897505556933,6.734704909648115,-0.44037076674477826,Undervalued
7,The Springs,513413,26433,504925.3333333333,27037.755,2.287878787878792,0.0,0.0,2.287878787878792,0.0,-1.6531849927186661,2.287878787878792,5.148486695895897,-0.5663147477623058,Rental Upside
5,Jvc,5542999,240585,5357266.53,234978.705,0.0,0.0,0.0,0.0,0.0,-3.350757775709498,-2.33027620175822,4.340339949547167,-0.5416186190742669,Balanced
2,Downtown,1647655,88250,1605167.7033333334,86312.775,0.0,0.0,0.0,0.0,0.0,-2.5786524889413522,-2.195155807365446,5.35609699846145,-0.3963456131184968,Balanced
6,Palm Jumeirah,5506955,259389,5472907.166666667,258087.4,0.0,0.0,0.0,0.0,0.0,-0.6182696850316196,-0.5017946019299222,4.710207365050196,-0.30472069702602134,Balanced
6,Palm Jumeirah,2084202,87979,2064825.9866666666,88757.34,0.8846883915479791,0.0,0.0,0.8846883915479791,0.0,-0.9296610085458811,0.8846883915479791,4.221231915140663,-0.40664748901815606,Rental Upside
0,Arabian Ranches,4795212,215108,4886287.99,217217.825,3.513235956646909,2.5324146947691495,0.0,0.9808212618777599,0.0,1.8993110210768622,0.9808212618777599,4.48589134328159,-0.5178120878678079,Undervalued
1,Business Bay,1220636,83306,1268588.6833333333,91325.995,14.865151495304534,5.237999789545052,0.0,9.627151705759482,0.0,3.9284998421587884,9.627151705759482,6.824802807716633,-0.6353828117833541,Rental Upside
2,Downtown,2032381,111661,2019888.86,111481.19,0.0,0.0,0.0,0.0,0.0,-0.6146554213998211,-0.16103205237280488,5.4940978094166395,-0.47105379498776057,Balanced
4,Jlt,4260899,188800,4264602.48,189175.81,0.3149423170741523,0.11589041029449254,0.0,0.19905190677965978,0.0,0.0869178077208694,0.19905190677965978,4.4309897981623125,-0.5020606158105871,Rental Upside
0,Arabian Ranches,3510120,170965,3512482.1533333333,177541.31,3.9363099872899117,0.08972735341748318,0.0,3.8465826338724285,0.0,0.06729551506311239,3.8465826338724285,4.870631203491619,-0.6083487847535356,Rental Upside
7,The Springs,2186356,149452,2316925.216666667,154765.555,11.518027794464079,7.962668883241752,0.0,3.555358911222327,0.0,5.972001662431314,3.5553589112223274,6.83566628673464,-0.6405064159420368,Undervalued
6,Palm Jumeirah,3689666,195286,3694676.0366666666,191270.445,0.18104752269958393,0.18104752269958393,0.0,0.0,0.0,0.13578564202468796,-2.0562431510707335,5.292782598750131,-0.2806547639196708,Undervalued
4,Jlt,4916236,271020,4807451.296666667,266695.82,0.0,0.0,0.0,0.0,0.0,-2.2127640604180336,-1.5955206257840724,5.512754066322284,-0.6185154360063527,Balanced
4,Jlt,3073102,169861,3055278.8,169010.215,0.0,0.0,0.0,0.0,0.0,-0.5799742410112058,-0.5008713006517114,5.527346635419195,-0.5636962155660508,Balanced
5,Jvc,1014894,63105,1029279.93,64122.9,3.5030006257703485,1.8899747165713925,0.0,1.6130259091989563,0.0,1.4174810374285445,1.6130259091989563,6.217890735387144,-0.3482063754234834,Undervalued
4,Jlt,1923186,118775,1940672.1,119693.21,1.9853675610916648,1.2123008382964584,0.0,0.7730667227952065,0.0,0.9092256287223438,0.7730667227952065,6.175949700133009,-0.4159355961907847,Undervalued
5,Jvc,842813,48189,874659.42,47167.795,5.038115612043644,5.038115612043644,0.0,0.0,0.0,3.7785867090327323,-2.1191661997551345,5.717638432250096,-0.6096826388710959,Undervalued
3,Dubai Marina,1647800,91552,1648177.0366666666,90767.38,0.030508287143797642,0.030508287143797642,0.0,0.0,0.0,0.022881215357848234,-0.8570211464522843,5.556014079378565,-0.44772114131172147,Undervalued
0,Arabian Ranches,4883640,236222,4823252.023333333,233803.595,0.0,0.0,0.0,0.0,0.0,-1.236536203869789,-1.0237848295247687,4.837006822779729,-0.23254409622851824,Balanced
4,Jlt,1252469,64365,1249031.9633333334,64196.24,0.0,0.0,0.0,0.0,0.0,-0.2744208971772254,-0.2621921851938197,5.1390493497244245,-0.457906555967303,Balanced
7,The Springs,3389996,190373,3381373.13,192289.165,1.006531913664232,0.0,0.0,1.006531913664232,0.0,-0.254362247035103,1.006531913664232,5.615729340093616,-0.5623816504836477,Rental Upside
4,Jlt,1600629,86709,1597746.0066666666,85457.955,0.0,0.0,0.0,0.0,0.0,-0.1801162751226802,-1.44280870497872,5.417182869984238,-0.5789041814181307,Balanced
2,Downtown,1352580,84077,1393508.64,87723.525,8.37174969178606,4.034624199677642,0.0,4.3371254921084175,0.0,3.0259681497582323,4.3371254921084175,6.216046370639814,-0.6131681183825965,Rental Upside
5,Jvc,2952061,127585,2928595.513333333,134263.06,5.2342046478818025,0.0,0.0,5.2342046478818025,0.0,-0.7948848843796523,5.2342046478818025,4.321895787383797,-0.40259036469239384,Rental Upside
0,Arabian Ranches,1454267,90307,1452496.3066666666,89906.745,0.0,0.0,0.0,0.0,0.0,-0.12175847580488026,-0.44321591903175245,6.209795037637518,-0.6292466172620832,Balanced
4,Jlt,1771825,83392,1776119.2666666666,85772.35,3.1775625494688615,0.32315205445734235,0.0,2.854410495011519,0.0,0.24236404084300675,2.854410495011519,4.7065596207300375,-0.6031882261351256,Rental Upside
4,Jlt,2676257,139600,2740176.25,140903.435,4.118202501947062,3.1845098085373214,0.0,0.9336926934097403,0.0,2.388382356402991,0.9336926934097404,5.216240443275813,-0.5166409486262855,Undervalued
4,Jlt,6902683,373606,6784627.036666667,368375.26,0.0,0.0,0.0,0.0,0.0,-1.7102909598098726,-1.4000685213834871,5.412475120181529,-0.4107688074904171,Balanced
1,Business Bay,5020919,250260,4905881.57,290999.665,16.27893590665707,0.0,0.0,16.27893590665707,0.0,-2.2911628329395417,16.27893590665707,4.984346491150325,-0.5851850574385311,Rental Upside
6,Palm Jumeirah,940570,56606,937238.4533333334,55644.82,0.0,0.0,0.0,0.0,0.0,-0.35420507422803543,-1.6980178779634671,6.01826551984435,-0.49907165597758296,Balanced
4,Jlt,7360671,398669,7423049.4366666665,401572.235,1.8581730692852467,1.1299411274989564,0.0,0.7282319417862904,0.0,0.8474558456242173,0.7282319417862904,5.416204582435488,-0.21996672779223148,Undervalued
4,Jlt,1569145,109503,1562746.2133333334,110632.955,1.0318941033579003,0.0,0.0,1.0318941033579003,0.0,-0.40778810541196786,1.0318941033579003,6.97851377661083,-0.6528523218823421,Rental Upside
